org,org_lat,org_lon,dst,dst_lat,dst_lon,color,line,dist
Marcadet-Poissonniers,48.891543931,2.3493711154,Simplon,48.894042555,2.3473135786,#CF009E,4,0.1964685926
Château Rouge,48.887086283,2.3493700733,Marcadet-Poissonniers,48.891543931,2.3493711154,#CF009E,4,0.3080287767
Barbès-Rochechouart,48.88393177,2.3493557086,Château Rouge,48.887086283,2.3493700733,#CF009E,4,0.2179814631
Gare du Nord,48.879743064,2.3546008105,Barbès-Rochechouart,48.88393177,2.3493557086,#CF009E,4,0.3753917274
Gare de l'Est (Verdun),48.876695836,2.3579925106,Gare du Nord,48.879743064,2.3546008105,#CF009E,4,0.2612183312
Château d'Eau,48.872454151,2.3560561681,Gare de l'Est (Verdun),48.876695836,2.3579925106,#CF009E,4,0.3061049912
Strasbourg-Saint-Denis,48.869632365,2.3545020631,Château d'Eau,48.872454151,2.3560561681,#CF009E,4,0.2074585142
Réaumur-Sébastopol,48.86604667,2.352620954,Strasbourg-Saint-Denis,48.869632365,2.3545020631,#CF009E,4,0.262194938
Etienne Marcel,48.863710366,2.3489831961,Réaumur-Sébastopol,48.86604667,2.352620954,#CF009E,4,0.2314463718
Les Halles,48.862011971,2.3464764519,Etienne Marcel,48.863710366,2.3489831961,#CF009E,4,0.1638135648
Châtelet,48.858300056,2.3478650876,Les Halles,48.862011971,2.3464764519,#CF009E,4,0.2641950349
Cité,48.85568485,2.3462029295,Châtelet,48.858300056,2.3478650876,#CF009E,4,0.1959620549
Saint-Michel,48.853599908,2.3439962411,Cité,48.85568485,2.3462029295,#CF009E,4,0.1757311608
Odéon,48.852198045,2.338780003,Saint-Michel,48.853599908,2.3439962411,#CF009E,4,0.2568322599
Saint-Germain des Prés,48.853447238,2.333046326,Odéon,48.852198045,2.338780003,#CF009E,4,0.27534017
Saint-Sulpice,48.851146355,2.3309628564,Saint-Germain des Prés,48.853447238,2.333046326,#CF009E,4,0.1852169398
Saint-Placide,48.84701184,2.3270551114,Saint-Sulpice,48.851146355,2.3309628564,#CF009E,4,0.3367220758
Montparnasse-Bienvenue,48.844189509,2.3244412324,Saint-Placide,48.84701184,2.3270551114,#CF009E,4,0.2285742568
Vavin,48.842059858,2.3288670504,Montparnasse-Bienvenue,48.844189509,2.3244412324,#CF009E,4,0.2498064636
Raspail,48.839156981,2.3304741512,Vavin,48.842059858,2.3288670504,#CF009E,4,0.2135645848
Denfert-Rochereau,48.834276813,2.3322037973,Raspail,48.839156981,2.3304741512,#CF009E,4,0.3463291541
Mouton-Duvernet,48.832191599,2.3304069926,Denfert-Rochereau,48.834276813,2.3322037973,#CF009E,4,0.1657721283
Alésia,48.82806602,2.3268274201,Mouton-Duvernet,48.832191599,2.3304069926,#CF009E,4,0.3285403223
Porte d'Orléans (Général Leclerc),48.82281706,2.3250726251,Alésia,48.82806602,2.3268274201,#CF009E,4,0.371436817
Mairie de Montrouge,48.818466337,2.3196432186,Porte d'Orléans (Général Leclerc),48.82281706,2.3250726251,#CF009E,4,0.3895625927
Bobigny-Pantin (Raymond Queneau),48.895799233,2.4248572984,Bobigny-Pablo-Picasso,48.907147313,2.4494575045,#FF7E2E,5,1.3678023719
Eglise de Pantin,48.893632528,2.412900266,Bobigny-Pantin (Raymond Queneau),48.895799233,2.4248572984,#FF7E2E,5,0.5649925815
Hoche,48.891499384,2.4031249607,Eglise de Pantin,48.893632528,2.412900266,#FF7E2E,5,0.4691645634
Porte de Pantin,48.888583981,2.3924228757,Hoche,48.891499384,2.4031249607,#FF7E2E,5,0.5276341541
Ourcq,48.886923877,2.3866564344,Porte de Pantin,48.888583981,2.3924228757,#FF7E2E,5,0.2867192196
Laumière,48.884931611,2.3790912469,Ourcq,48.886923877,2.3866564344,#FF7E2E,5,0.3712210144
Jaurès,48.882876216,2.3705863362,Laumière,48.884931611,2.3790912469,#FF7E2E,5,0.4127930289
Stalingrad,48.884153263,2.3673574775,Jaurès,48.882876216,2.3705863362,#FF7E2E,5,0.1715802975
Gare du Nord,48.879383303,2.3563720814,Stalingrad,48.884153263,2.3673574775,#FF7E2E,5,0.5994124795
Gare de l'Est (Verdun),48.876812625,2.3582514401,Gare du Nord,48.879383303,2.3563720814,#FF7E2E,5,0.1972101129
Jacques-Bonsergent,48.870700823,2.3605786356,Gare de l'Est (Verdun),48.876812625,2.3582514401,#FF7E2E,5,0.4354497262
République,48.867617487,2.3638195214,Jacques-Bonsergent,48.870700823,2.3605786356,#FF7E2E,5,0.2592717698
Oberkampf,48.864902416,2.3675370135,République,48.867617487,2.3638195214,#FF7E2E,5,0.2528253188
Richard-Lenoir,48.860488413,2.3719204375,Oberkampf,48.864902416,2.3675370135,#FF7E2E,5,0.3646520356
Bréguet-Sabin,48.856803949,2.3705968196,Richard-Lenoir,48.860488413,2.3719204375,#FF7E2E,5,0.2616545955
Bastille,48.853389112,2.3691646022,Bréguet-Sabin,48.856803949,2.3705968196,#FF7E2E,5,0.2448384372
Quai de la Rapée,48.845966032,2.3669131797,Bastille,48.853389112,2.3691646022,#FF7E2E,5,0.5231149874
Gare d'Austerlitz,48.843414224,2.3641883929,Quai de la Rapée,48.845966032,2.3669131797,#FF7E2E,5,0.2157230219
Saint-Marcel,48.838516744,2.3607275504,Gare d'Austerlitz,48.843414224,2.3641883929,#FF7E2E,5,0.3734236619
Campo-Formio,48.835551217,2.3587520952,Saint-Marcel,48.838516744,2.3607275504,#FF7E2E,5,0.2238569061
Place d'Italie,48.831282656,2.3554558704,Campo-Formio,48.835551217,2.3587520952,#FF7E2E,5,0.3310768062
Picpus,48.845323115,2.4017863138,Nation,48.847455262,2.3977717436,#6ECA97,6,0.2350087217
Bel-Air,48.841432007,2.4008691934,Picpus,48.845323115,2.4017863138,#6ECA97,6,0.2721122698
Daumesnil (Félix Eboué),48.839376463,2.3957880604,Bel-Air,48.841432007,2.4008691934,#6ECA97,6,0.2718234786
Dugommier,48.838876152,2.3893473876,Daumesnil (Félix Eboué),48.839376463,2.3957880604,#6ECA97,6,0.2958062316
Bercy,48.840192244,2.3794772573,Dugommier,48.838876152,2.3893473876,#6ECA97,6,0.4592970931
Quai de la Gare,48.837614676,2.3738521157,Bercy,48.840192244,2.3794772573,#6ECA97,6,0.3123422015
Chevaleret,48.834964971,2.3680913459,Quai de la Gare,48.837614676,2.3738521157,#6ECA97,6,0.3202783677
Nationale,48.832881289,2.361909408,Chevaleret,48.834964971,2.3680913459,#6ECA97,6,0.3166369178
Place d'Italie,48.831111838,2.3557961457,Nationale,48.832881289,2.361909408,#6ECA97,6,0.3045101571
Corvisart,48.829863252,2.3506227279,Place d'Italie,48.831111838,2.3557961457,#6ECA97,6,0.2512916894
Glacière,48.831247952,2.3431220758,Corvisart,48.829863252,2.3506227279,#6ECA97,6,0.355312261
Saint-Jacques,48.832991692,2.3366828966,Glacière,48.831247952,2.3431220758,#6ECA97,6,0.317503999
Denfert-Rochereau,48.833998237,2.3332385012,Saint-Jacques,48.832991692,2.3366828966,#6ECA97,6,0.1718328588
Raspail,48.838878379,2.3306784193,Denfert-Rochereau,48.833998237,2.3332385012,#6ECA97,6,0.3568685095
Edgar-Quinet,48.840567726,2.3264028152,Raspail,48.838878379,2.3306784193,#6ECA97,6,0.227289068
Montparnasse-Bienvenue,48.841870336,2.321228374,Edgar-Quinet,48.840567726,2.3264028152,#6ECA97,6,0.2525943094
Pasteur,48.842012804,2.3132900438,Montparnasse-Bienvenue,48.841870336,2.321228374,#6ECA97,6,0.3622053315
Sèvres-Lecourbe,48.844996151,2.31086483,Pasteur,48.842012804,2.3132900438,#6ECA97,6,0.2339514796
Cambronne,48.847699108,2.3020391437,Sèvres-Lecourbe,48.844996151,2.31086483,#6ECA97,6,0.4437328477
La Motte-Picquet-Grenelle,48.849018928,2.2977621607,Cambronne,48.847699108,2.3020391437,#6ECA97,6,0.2153189686
Dupleix,48.850392578,2.2936483362,La Motte-Picquet-Grenelle,48.849018928,2.2977621607,#6ECA97,6,0.210250769
Bir-Hakeim (Grenelle),48.854327219,2.2888101037,Dupleix,48.850392578,2.2936483362,#6ECA97,6,0.3501418357
Passy,48.857534383,2.2855927058,Bir-Hakeim (Grenelle),48.854327219,2.2888101037,#6ECA97,6,0.2657764289
Trocadéro,48.862666906,2.2872630616,Passy,48.857534383,2.2855927058,#6ECA97,6,0.362746465
Boissière,48.866856155,2.2900380734,Trocadéro,48.862666906,2.2872630616,#6ECA97,6,0.3159185444
Kléber,48.871306149,2.2933310209,Boissière,48.866856155,2.2900380734,#6ECA97,6,0.3421828923
Charles de Gaulle-Etoile,48.873715268,2.2947595628,Kléber,48.871306149,2.2933310209,#6ECA97,6,0.1787549003
Fort d'Aubervilliers,48.914056745,2.4035763345,La Courneuve-8-Mai-1945,48.920514507,2.4102257791,#FA9ABA,7,0.5392930296
Aubervilliers Pantin (4 Chemins),48.903898048,2.3924800787,Fort d'Aubervilliers,48.914056745,2.4035763345,#FA9ABA,7,0.865006712
Porte de la Villette,48.897529157,2.3856442301,Aubervilliers Pantin (4 Chemins),48.903898048,2.3924800787,#FA9ABA,7,0.5391386607
Corentin-Cariou,48.894681542,2.382302194,Porte de la Villette,48.897529157,2.3856442301,#FA9ABA,7,0.2488078995
Crimée,48.890288775,2.3767786489,Corentin-Cariou,48.894681542,2.382302194,#FA9ABA,7,0.3943119187
Riquet,48.888393232,2.3744331089,Crimée,48.890288775,2.3767786489,#FA9ABA,7,0.1690570817
Stalingrad,48.884071986,2.3688700628,Riquet,48.888393232,2.3744331089,#FA9ABA,7,0.3917026604
Louis Blanc,48.880900428,2.3651072183,Stalingrad,48.884071986,2.3688700628,#FA9ABA,7,0.2782769077
Château Landon,48.878456567,2.3620537162,Louis Blanc,48.880900428,2.3651072183,#FA9ABA,7,0.218828143
Gare de l'Est (Verdun),48.876417053,2.3589870465,Château Landon,48.878456567,2.3620537162,#FA9ABA,7,0.1984909175
Poissonnière,48.877353095,2.349381424,Gare de l'Est (Verdun),48.876417053,2.3589870465,#FA9ABA,7,0.4425649226
Cadet,48.875825718,2.3433451246,Poissonnière,48.877353095,2.349381424,#FA9ABA,7,0.2946783311
Le Peletier,48.874963058,2.3401567908,Cadet,48.875825718,2.3433451246,#FA9ABA,7,0.1570755135
Chaussée d'Antin (La Fayette),48.872985825,2.3334262241,Le Peletier,48.874963058,2.3401567908,#FA9ABA,7,0.3358376154
Opéra,48.870559217,2.332554482,Chaussée d'Antin (La Fayette),48.872985825,2.3334262241,#FA9ABA,7,0.1723251279
Pyramides,48.866496987,2.3340942153,Opéra,48.870559217,2.332554482,#FA9ABA,7,0.2893465683
Palais-Royal (Musée du Louvre),48.863387385,2.3354838368,Pyramides,48.866496987,2.3340942153,#FA9ABA,7,0.2240208583
Pont Neuf,48.858534102,2.3421172387,Palais-Royal (Musée du Louvre),48.863387385,2.3354838368,#FA9ABA,7,0.4515964625
Châtelet,48.857203646,2.3472247111,Pont Neuf,48.858534102,2.3421172387,#FA9ABA,7,0.2503708887
Pont Marie (Cité des Arts),48.853463586,2.3573839728,Châtelet,48.857203646,2.3472247111,#FA9ABA,7,0.5304606575
Sully-Morland,48.850793595,2.3612369937,Pont Marie (Cité des Arts),48.853463586,2.3573839728,#FA9ABA,7,0.2547765554
Jussieu,48.845968432,2.3548073927,Sully-Morland,48.850793595,2.3612369937,#FA9ABA,7,0.4440138065
Place Monge (Jardin des Plantes),48.843164693,2.3521103624,Jussieu,48.845968432,2.3548073927,#FA9ABA,7,0.2294905139
Censier-Daubenton,48.8405943,2.3517556129,Place Monge (Jardin des Plantes),48.843164693,2.3521103624,#FA9ABA,7,0.1783512126
Les Gobelins,48.83612744,2.3520811178,Censier-Daubenton,48.8405943,2.3517556129,#FA9ABA,7,0.3090195342
Place d'Italie,48.831552303,2.3553334432,Les Gobelins,48.83612744,2.3520811178,#FA9ABA,7,0.3492265997
Tolbiac,48.826159454,2.3570194662,Place d'Italie,48.831552303,2.3553334432,#FA9ABA,7,0.3805043458
Maison Blanche,48.822878775,2.3580798943,Tolbiac,48.826159454,2.3570194662,#FA9ABA,7,0.2318019794
Le Kremlin-Bicêtre,48.810385125,2.3618306831,Maison Blanche,48.822878775,2.3580798943,#FA9ABA,7,0.8801189971
Villejuif-Léo Lagrange,48.803769663,2.3639093064,Le Kremlin-Bicêtre,48.810385125,2.3618306831,#FA9ABA,7,0.4668709564
Villejuif-Paul Vaillant Couturier (Hôpital Paul B,48.795994132,2.3682314519,Villejuif-Léo Lagrange,48.803769663,2.3639093064,#FA9ABA,7,0.5723705927
Villejuif-Louis Aragon,48.786638011,2.3671105274,Villejuif-Paul Vaillant Couturier (Hôpital Paul B,48.795994132,2.3682314519,#FA9ABA,7,0.6485305481
Mairie d'Ivry,48.811214535,2.3835089287,Villejuif-Louis Aragon,48.786638011,2.3671105274,#FA9ABA,7,1.8559075571
Danube,48.881951018,2.3932606759,Pré-Saint-Gervais,48.880159932,2.3985866219,#6ECA97,7b,0.272462667
Botzaris,48.879607089,2.3894155697,Danube,48.881951018,2.3932606759,#6ECA97,7b,0.2386279933
Buttes-Chaumont,48.877803956,2.3812110997,Botzaris,48.879607089,2.3894155697,#6ECA97,7b,0.3941486349
Bolivar,48.880790123,2.3741551267,Buttes-Chaumont,48.877803956,2.3812110997,#6ECA97,7b,0.3820963692
Jaurès,48.882328025,2.3704769688,Bolivar,48.880790123,2.3741551267,#6ECA97,7b,0.198477761
Louis Blanc,48.881493429,2.3657752423,Jaurès,48.882328025,2.3704769688,#6ECA97,7b,0.221902878
Lourmel,48.838668129,2.2822484884,Balard,48.836814989,2.2786833465,#E19BDF,8,0.2069864311
Boucicaut,48.841025355,2.2879238673,Lourmel,48.838668129,2.2822484884,#E19BDF,8,0.3058502105
Félix Faure,48.842824568,2.2922249662,Boucicaut,48.841025355,2.2879238673,#E19BDF,8,0.2322540764
Commerce,48.844613672,2.2938029802,Félix Faure,48.842824568,2.2922249662,#E19BDF,8,0.1430519038
La Motte-Picquet-Grenelle,48.848803206,2.2976942347,Commerce,48.844613672,2.2938029802,#E19BDF,8,0.3395644419
Ecole Militaire,48.854260922,2.3054395605,La Motte-Picquet-Grenelle,48.848803206,2.2976942347,#E19BDF,8,0.5167007365
La Tour-Maubourg,48.857227861,2.3097962258,Ecole Militaire,48.854260922,2.3054395605,#E19BDF,8,0.2854754268
Invalides,48.861093468,2.3146433553,La Tour-Maubourg,48.857227861,2.3097962258,#E19BDF,8,0.3466904244
Concorde,48.865507222,2.3203628559,Invalides,48.861093468,2.3146433553,#E19BDF,8,0.4012686634
Madeleine,48.869507128,2.3246801996,Concorde,48.865507222,2.3203628559,#E19BDF,8,0.3393111021
Opéra,48.87063108,2.3317370484,Madeleine,48.869507128,2.3246801996,#E19BDF,8,0.3309292703
Richelieu-Drouot,48.872006239,2.3399113906,Opéra,48.87063108,2.3317370484,#E19BDF,8,0.3845437999
Grands Boulevards,48.871574744,2.342895032,Richelieu-Drouot,48.872006239,2.3399113906,#E19BDF,8,0.139234665
Bonne Nouvelle,48.870576754,2.3484942937,Grands Boulevards,48.871574744,2.342895032,#E19BDF,8,0.2643894692
Strasbourg-Saint-Denis,48.86938078,2.3540796522,Bonne Nouvelle,48.870576754,2.3484942937,#E19BDF,8,0.2676856155
République,48.867671519,2.3633291208,Strasbourg-Saint-Denis,48.86938078,2.3540796522,#E19BDF,8,0.4378801232
Filles du Calvaire,48.863078176,2.3667458836,République,48.867671519,2.3633291208,#E19BDF,8,0.3535660581
Saint-Sébastien-Froissart,48.860974997,2.367262295,Filles du Calvaire,48.863078176,2.3667458836,#E19BDF,8,0.1472263001
Chemin Vert,48.857586544,2.3680366949,Saint-Sébastien-Froissart,48.860974997,2.367262295,#E19BDF,8,0.236792175
Bastille,48.853739623,2.3691648179,Chemin Vert,48.857586544,2.3680366949,#E19BDF,8,0.2707567038
Ledru-Rollin,48.851194165,2.375931737,Bastille,48.853739623,2.3691648179,#E19BDF,8,0.3551884524
Faidherbe-Chaligny,48.850067668,2.3844287707,Ledru-Rollin,48.851194165,2.375931737,#E19BDF,8,0.3952286786
Reuilly-Diderot,48.847217501,2.3872041772,Faidherbe-Chaligny,48.850067668,2.3844287707,#E19BDF,8,0.2341130511
Montgallet,48.844403092,2.3902516532,Reuilly-Diderot,48.847217501,2.3872041772,#E19BDF,8,0.2390370528
Daumesnil (Félix Eboué),48.83968214,2.3955841703,Montgallet,48.844403092,2.3902516532,#E19BDF,8,0.4069093255
Michel Bizot,48.836991038,2.4029196069,Daumesnil (Félix Eboué),48.83968214,2.3955841703,#E19BDF,8,0.3827991859
Porte Dorée,48.835497253,2.4061852122,Michel Bizot,48.836991038,2.4029196069,#E19BDF,8,0.1812307901
Porte de Charenton,48.832660346,2.4004636384,Porte Dorée,48.835497253,2.4061852122,#E19BDF,8,0.3264230432
Liberté,48.825637112,2.4074108054,Porte de Charenton,48.832660346,2.4004636384,#E19BDF,8,0.5796366184
Charenton-Ecoles,48.821489819,2.4138567623,Liberté,48.825637112,2.4074108054,#E19BDF,8,0.4106448739
Ecole Vétérinaire de Maisons-Alfort,48.81507632,2.4216317667,Charenton-Ecoles,48.821489819,2.4138567623,#E19BDF,8,0.5676965508
Maisons-Alfort-Stade,48.808225347,2.4362758211,Ecole Vétérinaire de Maisons-Alfort,48.81507632,2.4216317667,#E19BDF,8,0.8190060105
Maisons-Alfort-Les Juilliottes,48.802500442,2.4461836186,Maisons-Alfort-Stade,48.808225347,2.4362758211,#E19BDF,8,0.6008361595
Créteil-L'Echat (Hôpital Henri Mondor),48.796601298,2.4495315244,Maisons-Alfort-Les Juilliottes,48.802500442,2.4461836186,#E19BDF,8,0.4353390104
Créteil-Université,48.789724316,2.4508361064,Créteil-L'Echat (Hôpital Henri Mondor),48.796601298,2.4495315244,#E19BDF,8,0.4789177114
Créteil-Préfecture (Hôtel de Ville),48.779757258,2.4593142911,Créteil-Université,48.789724316,2.4508361064,#E19BDF,8,0.7900713716
Pointe du Lac,48.768768636,2.4643193989,Créteil-Préfecture (Hôtel de Ville),48.779757258,2.4593142911,#E19BDF,8,0.7929747989
Billancourt,48.832087644,2.2381607769,Pont de Sèvres,48.829690338,2.2305284342,#B6BD00,9,0.3855893689
Marcel Sembat,48.833808587,2.2434806144,Billancourt,48.832087644,2.2381607769,#B6BD00,9,0.270253713
Porte de Saint-Cloud,48.837565334,2.2555912744,Marcel Sembat,48.833808587,2.2434806144,#B6BD00,9,0.6103944762
Exelmans,48.842906979,2.2601443979,Porte de Saint-Cloud,48.837565334,2.2555912744,#B6BD00,9,0.4235241824
Michel-Ange-Molitor,48.845056129,2.2619114233,Exelmans,48.842906979,2.2601443979,#B6BD00,9,0.1689661456
Michel-Ange-Auteuil,48.847924593,2.2642359058,Michel-Ange-Molitor,48.845056129,2.2619114233,#B6BD00,9,0.2247814641
Jasmin,48.852438519,2.267933923,Michel-Ange-Auteuil,48.847924593,2.2642359058,#B6BD00,9,0.3545857857
Ranelagh,48.855504403,2.2699591783,Jasmin,48.852438519,2.267933923,#B6BD00,9,0.2311086134
La Muette,48.85809505,2.2740964481,Ranelagh,48.855504403,2.2699591783,#B6BD00,9,0.2600662273
Rue de la Pompe (Avenue Georges Mandel),48.864253384,2.277916762,La Muette,48.85809505,2.2740964481,#B6BD00,9,0.4598132097
Trocadéro,48.863089135,2.2868403785,Rue de la Pompe (Avenue Georges Mandel),48.864253384,2.277916762,#B6BD00,9,0.4147130468
Iéna,48.8643502,2.2940452638,Trocadéro,48.863089135,2.2868403785,#B6BD00,9,0.3398383659
Alma-Marceau,48.864298671,2.3012514104,Iéna,48.8643502,2.2940452638,#B6BD00,9,0.3285490475
Franklin-Roosevelt,48.868812632,2.3099263245,Alma-Marceau,48.864298671,2.3012514104,#B6BD00,9,0.5036791873
Saint-Philippe du Roule,48.872470666,2.3107691012,Franklin-Roosevelt,48.868812632,2.3099263245,#B6BD00,9,0.2556764485
Miromesnil,48.873532141,2.3155780249,Saint-Philippe du Roule,48.872470666,2.3107691012,#B6BD00,9,0.231148357
Saint-Augustin,48.87438676,2.320727832,Miromesnil,48.873532141,2.3155780249,#B6BD00,9,0.2420503287
Havre-Caumartin,48.873425977,2.3289709733,Saint-Augustin,48.87438676,2.320727832,#B6BD00,9,0.3815552744
Chaussée d'Antin (La Fayette),48.872859989,2.3330447509,Havre-Caumartin,48.873425977,2.3289709733,#B6BD00,9,0.1897657505
Richelieu-Drouot,48.872096124,2.3393255559,Chaussée d'Antin (La Fayette),48.872859989,2.3330447509,#B6BD00,9,0.2911218672
Grands Boulevards,48.871511817,2.3432083775,Richelieu-Drouot,48.872096124,2.3393255559,#B6BD00,9,0.1815392598
Bonne Nouvelle,48.870495832,2.3488621174,Grands Boulevards,48.871511817,2.3432083775,#B6BD00,9,0.267112106
Strasbourg-Saint-Denis,48.869227931,2.3545291754,Bonne Nouvelle,48.870495832,2.3488621174,#B6BD00,9,0.2727864719
République,48.867410829,2.3635878256,Strasbourg-Saint-Denis,48.869227931,2.3545291754,#B6BD00,9,0.4316205374
Oberkampf,48.864974291,2.3676324116,République,48.867410829,2.3635878256,#B6BD00,9,0.2496916054
Saint-Ambroise,48.861647424,2.3731471408,Oberkampf,48.864974291,2.3676324116,#B6BD00,9,0.340679517
Voltaire (Léon Blum),48.857663726,2.3800362968,Saint-Ambroise,48.861647424,2.3731471408,#B6BD00,9,0.4176610685
Charonne,48.854642047,2.3850321933,Voltaire (Léon Blum),48.857663726,2.3800362968,#B6BD00,9,0.3090160506
Rue des Boulets,48.852222713,2.3891156509,Charonne,48.854642047,2.3850321933,#B6BD00,9,0.2502421625
Nation,48.849010154,2.3976646128,Rue des Boulets,48.852222713,2.3891156509,#B6BD00,9,0.4486277931
Buzenval,48.851767475,2.4011814839,Nation,48.849010154,2.3976646128,#B6BD00,9,0.2490468439
Maraîchers,48.852600402,2.4063849896,Buzenval,48.851767475,2.4011814839,#B6BD00,9,0.2441669019
Porte de Montreuil,48.853379878,2.4104581874,Maraîchers,48.852600402,2.4063849896,#B6BD00,9,0.1933919755
Robespierre,48.855680808,2.4236590855,Porte de Montreuil,48.853379878,2.4104581874,#B6BD00,9,0.6225934082
Croix-de-Chavaux (Jacques Duclos),48.857999073,2.4358668957,Robespierre,48.855680808,2.4236590855,#B6BD00,9,0.5792320774
Mairie de Montreuil,48.862280986,2.4418276791,Croix-de-Chavaux (Jacques Duclos),48.857999073,2.4358668957,#B6BD00,9,0.4017579355
Boulogne-Jean-Jaurès,48.842280144,2.2388629754,Boulogne Pont de Saint-Cloud,48.840680163,2.2283136617,#C9910D,10,0.4937028669
Michel-Ange-Molitor,48.844984487,2.262320039,Boulogne-Jean-Jaurès,48.842280144,2.2388629754,#C9910D,10,1.0860511917
Chardon-Lagache,48.84510414,2.266936059,Michel-Ange-Molitor,48.844984487,2.262320039,#C9910D,10,0.2106884521
Mirabeau,48.847084859,2.2730749149,Chardon-Lagache,48.84510414,2.266936059,#C9910D,10,0.3116379739
Javel-André-Citroen,48.84596388,2.2778151264,Mirabeau,48.847084859,2.2730749149,#C9910D,10,0.229642279
Charles Michels,48.846362976,2.2856310659,Javel-André-Citroen,48.84596388,2.2778151264,#C9910D,10,0.3575244481
Avenue Emile-Zola,48.846852152,2.2954488279,Charles Michels,48.846362976,2.2856310659,#C9910D,10,0.4490259461
La Motte-Picquet-Grenelle,48.848821267,2.297952964,Avenue Emile-Zola,48.846852152,2.2954488279,#C9910D,10,0.17764089
Ségur,48.846864702,2.3072688476,La Motte-Picquet-Grenelle,48.848821267,2.297952964,#C9910D,10,0.4458460755
Duroc,48.846848769,2.3169373108,Ségur,48.846864702,2.3072688476,#C9910D,10,0.4409420453
Vaneau,48.84870085,2.3212398819,Duroc,48.846848769,2.3169373108,#C9910D,10,0.2342671678
Sèvres-Babylone,48.850939288,2.3261146548,Vaneau,48.84870085,2.3212398819,#C9910D,10,0.2708232311
Mabillon,48.852845134,2.3351437185,Sèvres-Babylone,48.850939288,2.3261146548,#C9910D,10,0.4322875907
Odéon,48.852314881,2.3388617203,Mabillon,48.852845134,2.3351437185,#C9910D,10,0.1734582663
Cluny-La Sorbonne,48.850795756,2.3450308884,Odéon,48.852314881,2.3388617203,#C9910D,10,0.3002717904
Maubert-Mutualité,48.84971694,2.3489255585,Cluny-La Sorbonne,48.850795756,2.3450308884,#C9910D,10,0.1926189497
Cardinal-Lemoine,48.846705869,2.351335179,Maubert-Mutualité,48.84971694,2.3489255585,#C9910D,10,0.2353036757
Jussieu,48.845761757,2.3545485949,Cardinal-Lemoine,48.846705869,2.351335179,#C9910D,10,0.1604179218
Gare d'Austerlitz,48.843719861,2.3639162172,Jussieu,48.845761757,2.3545485949,#C9910D,10,0.4499343398
Porte des Lilas,48.877234717,2.406526843,Mairie des Lilas,48.880051062,2.4156602061,#704B1C,11,0.4595185985
Télégraphe,48.875522449,2.3986765111,Porte des Lilas,48.877234717,2.406526843,#704B1C,11,0.3768675613
Place des Fêtes,48.876729469,2.3931460318,Télégraphe,48.875522449,2.3986765111,#704B1C,11,0.2655167445
Jourdain,48.875248295,2.3893294342,Place des Fêtes,48.876729469,2.3931460318,#704B1C,11,0.201835112
Pyrénées,48.873821172,2.3848863722,Jourdain,48.875248295,2.3893294342,#704B1C,11,0.2252530843
Belleville,48.871945798,2.3767510414,Pyrénées,48.873821172,2.3848863722,#704B1C,11,0.3928195332
Goncourt (Hôpital Saint-Louis),48.870015355,2.370768799,Belleville,48.871945798,2.3767510414,#704B1C,11,0.3035740461
République,48.867240185,2.3630564459,Goncourt (Hôpital Saint-Louis),48.870015355,2.370768799,#704B1C,11,0.400476444
Arts-et-Métiers,48.865381176,2.3556449312,République,48.867240185,2.3630564459,#704B1C,11,0.3614748978
Rambuteau,48.861193396,2.3532869599,Arts-et-Métiers,48.865381176,2.3556449312,#704B1C,11,0.3087024534
Hôtel de Ville,48.857805373,2.3514607765,Rambuteau,48.861193396,2.3532869599,#704B1C,11,0.2484810431
Châtelet,48.858857284,2.3477698567,Hôtel de Ville,48.857805373,2.3514607765,#704B1C,11,0.1833167411
Corentin-Celton,48.826829887,2.2789668616,Mairie d'Issy,48.824346526,2.2735658296,#007852,12,0.3002863456
Porte de Versailles,48.832253453,2.2878641378,Corentin-Celton,48.826829887,2.2789668616,#007852,12,0.5524635467
Convention,48.83713695,2.2963960902,Porte de Versailles,48.832253453,2.2878641378,#007852,12,0.515124316
Vaugirard (Adolphe Chérioux),48.839439281,2.3010780425,Convention,48.83713695,2.2963960902,#007852,12,0.2663063928
Volontaires,48.841418443,2.3079936494,Vaugirard (Adolphe Chérioux),48.839439281,2.3010780425,#007852,12,0.3438055945
Pasteur,48.842830542,2.3126633078,Volontaires,48.841418443,2.3079936494,#007852,12,0.234272946
Falguière,48.844323383,2.3175646762,Pasteur,48.842830542,2.3126633078,#007852,12,0.2461998733
Montparnasse-Bienvenue,48.844027636,2.3235697972,Falguière,48.844323383,2.3175646762,#007852,12,0.2746460117
Notre-Dame des Champs,48.844783048,2.3284444833,Montparnasse-Bienvenue,48.844027636,2.3235697972,#007852,12,0.2283718559
Rennes,48.848198269,2.3280217486,Notre-Dame des Champs,48.844783048,2.3284444833,#007852,12,0.2367802553
Sèvres-Babylone,48.851577469,2.3268907883,Rennes,48.848198269,2.3280217486,#007852,12,0.2391332237
Rue du Bac,48.855891338,2.3257049939,Sèvres-Babylone,48.851577469,2.3268907883,#007852,12,0.3029561185
Solférino,48.85853336,2.3230892488,Rue du Bac,48.855891338,2.3257049939,#007852,12,0.2180721039
Assemblée Nationale,48.861453904,2.3203096905,Solférino,48.85853336,2.3230892488,#007852,12,0.2383044672
Concorde,48.865489391,2.3214117892,Assemblée Nationale,48.861453904,2.3203096905,#007852,12,0.2833463112
